t,phase,agl,aglT,V,vs,pitch,bank,e,xt,s,thr,de,dr,flap,offtrack,above,rem,onG,x,z,hdotC,Vc,wK,thC
18.10,LIFTOFF,5.33,6.34,32.27,3.34,11.8,-0.8,-3.4,-1.8,91,1.00,0.057,0.012,0.00,,,,0,-304,-2,,,,
18.20,LIFTOFF,5.67,6.68,32.31,3.44,11.9,-0.8,-3.4,-1.8,88,1.00,0.056,0.013,0.00,,,,0,-307,-2,,,,
18.30,LIFTOFF,6.02,7.02,32.34,3.53,12.0,-0.8,-3.5,-1.8,85,1.00,0.054,0.013,0.00,,,,0,-310,-2,,,,
18.40,LIFTOFF,6.37,7.38,32.37,3.62,12.1,-0.8,-3.5,-1.8,82,1.00,0.053,0.013,0.00,,,,0,-313,-2,,,,
18.50,LIFTOFF,6.74,7.74,32.40,3.71,12.2,-0.8,-3.5,-1.8,79,1.00,0.052,0.014,0.00,,,,0,-316,-2,,,,
18.60,LIFTOFF,7.11,8.12,32.42,3.79,12.4,-0.8,-3.5,-1.9,76,1.00,0.051,0.014,0.00,,,,0,-319,-2,,,,
18.70,LIFTOFF,7.50,8.50,32.45,3.87,12.5,-0.8,-3.5,-1.9,73,1.00,0.049,0.014,0.00,,,,0,-322,-2,,,,
18.80,LIFTOFF,7.89,8.89,32.47,3.95,12.5,-0.8,-3.5,-1.9,70,1.00,0.048,0.014,0.00,,,,0,-325,-2,,,,
18.90,LIFTOFF,8.28,9.29,32.48,4.02,12.6,-0.8,-3.5,-1.9,67,1.00,0.047,0.014,0.00,,,,0,-328,-2,,,,
19.00,LIFTOFF,8.69,9.69,32.50,4.09,12.7,-0.8,-3.4,-1.9,64,1.00,0.046,0.014,0.00,,,,0,-331,-2,,,,
19.10,LIFTOFF,9.10,10.10,32.51,4.15,12.8,-0.8,-3.4,-1.9,61,1.00,0.045,0.014,0.00,,,,0,-334,-2,,,,
19.20,LIFTOFF,9.52,10.52,32.53,4.21,12.9,-0.8,-3.4,-1.9,58,1.00,0.045,0.013,0.00,,,,0,-337,-2,,,,
19.30,LIFTOFF,9.94,10.94,32.54,4.27,13.0,-0.8,-3.3,-1.9,54,1.00,0.044,0.013,0.00,,,,0,-341,-2,,,,
19.40,LIFTOFF,10.37,11.37,32.55,4.33,13.0,-0.8,-3.3,-1.9,51,1.00,0.043,0.013,0.00,,,,0,-344,-2,,,,
19.50,LIFTOFF,10.80,11.81,32.55,4.38,13.1,-0.8,-3.3,-1.9,48,1.00,0.042,0.013,0.00,,,,0,-347,-2,,,,
19.60,LIFTOFF,11.24,12.25,32.56,4.42,13.1,-0.7,-3.3,-1.9,45,1.00,0.042,0.013,0.00,,,,0,-350,-2,,,,
19.70,LIFTOFF,11.69,12.69,32.56,4.47,13.2,-0.7,-3.2,-1.9,42,1.00,0.041,0.013,0.00,,,,0,-353,-2,,,,
19.80,LIFTOFF,12.13,13.14,32.56,4.51,13.2,-0.7,-3.2,-1.9,39,1.00,0.040,0.013,0.00,,,,0,-356,-2,,,,
19.90,LIFTOFF,12.59,13.59,32.57,4.55,13.3,-0.7,-3.2,-1.9,36,1.00,0.040,0.014,0.00,,,,0,-359,-2,,,,
20.00,LIFTOFF,13.04,14.05,32.57,4.59,13.3,-0.7,-3.2,-1.9,33,1.00,0.039,0.014,0.00,,,,0,-362,-2,,,,
20.10,LIFTOFF,13.50,14.51,32.56,4.62,13.4,-0.7,-3.2,-1.9,30,1.00,0.038,0.014,0.00,,,,0,-365,-2,,,,
20.20,LIFTOFF,13.96,14.97,32.56,4.65,13.4,-0.7,-3.2,-1.9,27,1.00,0.038,0.014,0.00,,,,0,-368,-2,,,,
20.30,LIFTOFF,14.43,15.43,32.56,4.68,13.5,-0.6,-3.2,-1.8,24,1.00,0.037,0.014,0.00,,,,0,-371,-2,,,,
20.40,LIFTOFF,14.90,15.90,32.56,4.70,13.5,-0.6,-3.2,-1.8,21,1.00,0.037,0.014,0.00,,,,0,-374,-2,,,,
20.50,LIFTOFF,15.37,16.37,32.55,4.73,13.5,-0.6,-3.2,-1.8,18,1.00,0.036,0.014,0.00,,,,0,-377,-2,,,,
20.60,LIFTOFF,15.84,16.85,32.55,4.75,13.5,-0.6,-3.2,-1.8,15,1.00,0.036,0.015,0.00,,,,0,-380,-2,,,,
20.70,LIFTOFF,16.32,17.32,32.54,4.77,13.6,-0.6,-3.2,-1.8,12,1.00,0.036,0.015,0.00,,,,0,-383,-2,,,,
20.80,LIFTOFF,16.80,17.80,32.53,4.78,13.6,-0.6,-3.2,-1.8,9,1.00,0.035,0.015,0.00,,,,0,-386,-2,,,,
20.90,LIFTOFF,17.28,18.28,32.53,4.80,13.6,-0.6,-3.2,-1.7,6,1.00,0.035,0.015,0.00,,,,0,-389,-2,,,,
21.00,LIFTOFF,17.76,18.76,32.52,4.81,13.6,-0.5,-3.1,-1.7,3,1.00,0.035,0.015,0.00,,,,0,-392,-2,,,,
21.10,LIFTOFF,18.24,19.24,32.51,4.82,13.6,-0.5,-3.1,-1.7,0,1.00,0.034,0.015,0.00,,,,0,-395,-2,,,,
21.20,LIFTOFF,18.72,19.72,32.50,4.83,13.6,-0.5,-3.1,-1.7,-3,1.00,0.034,0.015,0.00,,,,0,-398,-2,,,,
21.30,CLIMB,19.20,20.21,32.49,4.84,13.7,-0.5,-3.1,-1.7,-6,0.95,0.049,0.015,0.00,,,,0,-401,-2,4.48,30.1,1.00,0.187
21.40,CLIMB,19.69,20.69,32.47,4.84,13.7,-0.5,-3.1,-1.6,-9,0.95,0.046,0.015,0.00,,,,0,-404,-2,4.48,30.1,1.00,0.187
21.50,CLIMB,20.17,21.17,32.45,4.86,13.9,-0.5,-3.1,-1.6,-12,0.96,0.036,0.015,0.00,,,,0,-407,-2,4.48,30.1,1.00,0.187
21.60,CLIMB,20.66,21.66,32.43,4.89,14.0,-0.4,-3.1,-1.6,-15,0.96,0.035,0.015,0.00,,,,0,-410,-2,4.48,30.1,1.00,0.187
21.70,CLIMB,21.15,22.15,32.41,4.92,14.0,-0.4,-3.1,-1.5,-18,0.96,0.038,0.015,0.00,,,,0,-413,-2,4.48,30.1,1.00,0.187
21.80,CLIMB,21.64,22.64,32.38,4.94,14.1,-0.4,-3.0,-1.5,-21,0.96,0.039,0.015,0.00,,,,0,-416,-2,4.48,30.1,1.00,0.187
21.90,CLIMB,22.13,23.14,32.36,4.96,14.1,-0.4,-3.0,-1.5,-23,0.96,0.039,0.015,0.00,,,,0,-418,-1,4.48,30.1,1.00,0.187
22.00,CLIMB,22.63,23.64,32.33,4.98,14.2,-0.4,-3.0,-1.5,-26,0.96,0.038,0.016,0.00,,,,0,-421,-1,4.48,30.1,1.00,0.187
22.10,CLIMB,23.13,24.13,32.31,5.01,14.2,-0.4,-3.0,-1.4,-29,0.96,0.037,0.016,0.00,,,,0,-424,-1,4.48,30.1,1.00,0.187
22.20,CLIMB,23.63,24.64,32.29,5.03,14.2,-0.3,-3.0,-1.4,-32,0.97,0.037,0.016,0.00,,,,0,-427,-1,4.48,30.1,1.00,0.187
22.30,CLIMB,24.14,25.14,32.26,5.04,14.3,-0.3,-3.0,-1.3,-35,0.97,0.036,0.016,0.00,,,,0,-430,-1,4.48,30.1,1.00,0.187
22.40,CLIMB,24.64,25.64,32.24,5.06,14.3,-0.3,-3.0,-1.3,-38,0.97,0.036,0.016,0.00,,,,0,-433,-1,4.48,30.1,1.00,0.187
22.50,CLIMB,25.15,26.15,32.21,5.07,14.3,-0.3,-3.0,-1.3,-41,0.97,0.036,0.016,0.00,,,,0,-436,-1,4.48,30.1,1.00,0.187
22.60,CLIMB,25.65,26.66,32.19,5.09,14.4,-0.3,-3.0,-1.2,-44,0.97,0.035,0.016,0.00,,,,0,-439,-1,4.48,30.1,1.00,0.187
22.70,CLIMB,26.16,27.17,32.16,5.10,14.4,-0.2,-3.0,-1.2,-47,0.97,0.035,0.016,0.00,,,,0,-442,-1,4.48,30.1,1.00,0.187
22.80,CLIMB,26.67,27.68,32.14,5.11,14.4,-0.2,-2.9,-1.2,-50,0.98,0.034,0.016,0.00,,,,0,-445,-1,4.48,30.1,1.00,0.187
22.90,CLIMB,27.19,28.19,32.11,5.12,14.4,-0.2,-2.9,-1.1,-53,0.98,0.034,0.016,0.00,,,,0,-448,-1,4.48,30.1,1.00,0.187
23.00,CLIMB,27.70,28.70,32.09,5.12,14.5,-0.2,-2.9,-1.1,-56,0.98,0.033,0.016,0.00,,,,0,-451,-1,4.48,30.1,1.00,0.187
23.10,CLIMB,28.21,29.21,32.06,5.13,14.5,-0.2,-2.9,-1.0,-59,0.98,0.033,0.016,0.00,,,,0,-454,-1,4.48,30.1,1.00,0.187
23.20,CLIMB,28.72,29.73,32.04,5.13,14.5,-0.2,-2.9,-1.0,-62,0.98,0.033,0.016,0.00,,,,0,-457,-1,4.48,30.1,1.00,0.187
23.30,CLIMB,29.24,30.24,32.01,5.14,14.5,-0.1,-2.9,-1.0,-65,0.98,0.032,0.017,0.00,,,,0,-460,-1,4.48,30.1,1.00,0.187
23.40,CLIMB,29.75,30.75,31.99,5.14,14.5,-0.1,-2.9,-0.9,-68,0.99,0.032,0.017,0.00,,,,0,-463,-1,4.48,30.1,1.00,0.187
23.50,CLIMB,30.26,31.27,31.97,5.14,14.5,-0.1,-2.9,-0.9,-71,0.99,0.031,0.017,0.00,,,,0,-466,-1,4.48,30.1,1.00,0.187
23.60,CLIMB,30.78,31.78,31.94,5.14,14.5,-0.1,-2.9,-0.8,-74,0.99,0.031,0.017,0.00,,,,0,-469,-1,4.48,30.1,1.00,0.187
23.70,CLIMB,31.29,32.30,31.92,5.14,14.5,-0.1,-2.9,-0.8,-76,0.99,0.031,0.017,0.00,,,,0,-471,-1,4.48,30.1,1.01,0.187
23.80,CLIMB,31.81,32.81,31.90,5.14,14.6,-0.0,-2.9,-0.7,-79,0.99,0.030,0.017,0.00,,,,0,-474,-1,4.48,30.1,1.06,0.187
23.90,CLIMB,32.32,33.32,31.88,5.14,14.6,-0.0,-2.9,-0.7,-82,0.99,0.030,0.017,0.00,,,,0,-477,-1,4.48,30.1,1.11,0.187
24.00,CLIMB,32.83,33.84,31.86,5.14,14.6,-0.0,-2.9,-0.6,-85,0.99,0.029,0.017,0.00,,,,0,-480,-1,4.48,30.1,1.16,0.187
24.10,CLIMB,33.35,34.35,31.83,5.14,14.6,0.0,-2.9,-0.6,-88,1.00,0.029,0.017,0.00,,,,0,-483,-1,4.48,30.1,1.21,0.187
24.20,CLIMB,33.86,34.87,31.81,5.13,14.6,0.0,-2.9,-0.6,-91,1.00,0.028,0.017,0.00,,,,0,-486,-1,4.48,30.1,1.26,0.187
24.30,CLIMB,34.38,35.38,31.79,5.13,14.6,0.0,-2.9,-0.5,-94,1.00,0.028,0.017,0.00,,,,0,-489,-1,4.48,30.1,1.31,0.187
24.40,CLIMB,34.89,35.89,31.77,5.13,14.6,0.1,-2.9,-0.5,-97,1.00,0.027,0.017,0.00,,,,0,-492,-0,4.48,30.1,1.36,0.187
24.50,CLIMB,35.40,36.40,31.75,5.13,14.6,0.1,-2.8,-0.4,-100,1.00,0.027,0.017,0.00,,,,0,-495,-0,4.48,30.1,1.41,0.187
24.60,CLIMB,35.91,36.92,31.73,5.12,14.6,0.1,-2.8,-0.4,-103,1.00,0.026,0.017,0.00,,,,0,-498,-0,4.48,30.1,1.46,0.187
24.70,CLIMB,36.43,37.43,31.71,5.12,14.6,0.1,-2.8,-0.3,-105,1.00,0.026,0.017,0.00,,,,0,-500,-0,4.48,30.1,1.51,0.187
24.80,CLIMB,36.94,37.94,31.69,5.12,14.6,0.1,-2.8,-0.3,-108,1.00,0.025,0.017,0.00,,,,0,-503,-0,4.48,30.1,1.56,0.187
24.90,CLIMB,37.45,38.45,31.67,5.11,14.6,0.1,-2.8,-0.2,-111,1.00,0.025,0.017,0.00,,,,0,-506,-0,4.48,30.1,1.61,0.187
25.00,CLIMB,37.96,38.96,31.65,5.11,14.6,0.2,-2.8,-0.2,-114,1.00,0.024,0.017,0.00,,,,0,-509,-0,4.48,30.1,1.66,0.187
25.10,CLIMB,38.47,39.47,31.63,5.11,14.6,0.2,-2.8,-0.1,-117,1.00,0.000,0.018,0.00,,,,0,-512,-0,4.48,33.1,1.71,0.132
25.20,CLIMB,38.98,39.99,31.62,5.10,14.5,0.2,-2.8,-0.1,-120,1.00,0.000,0.018,0.00,,,,0,-515,-0,4.48,33.1,1.76,0.127
25.30,CLIMB,39.49,40.49,31.60,5.06,14.2,0.2,-2.8,-0.0,-123,1.00,0.000,0.018,0.00,,,,0,-518,-0,4.48,33.1,1.81,0.123
25.40,CLIMB,39.99,41.00,31.59,5.00,14.0,0.2,-2.8,0.0,-126,1.00,0.005,0.018,0.00,,,,0,-521,0,4.48,33.1,1.86,0.119
25.50,CLIMB,40.49,41.50,31.58,4.91,13.7,0.2,-2.8,0.1,-128,1.00,0.005,0.018,0.00,,,,0,-523,0,4.48,33.1,1.91,0.115
25.60,CLIMB,40.98,41.98,31.57,4.83,13.5,0.3,-2.8,0.1,-131,1.00,0.002,0.018,0.00,,,,0,-526,0,4.48,33.1,1.96,0.112
25.70,CLIMB,41.46,42.46,31.56,4.73,13.3,0.3,-2.8,0.1,-134,1.00,0.000,0.018,0.00,,,,0,-529,0,4.48,33.1,2.00,-0.034
25.80,CLIMB,41.93,42.93,31.56,4.64,13.1,0.3,-2.9,0.2,-137,1.00,0.000,0.018,0.00,,,,0,-532,0,4.48,33.1,2.00,-0.035
25.90,CLIMB,42.39,43.39,31.57,4.53,12.9,0.3,-2.9,0.2,-140,1.00,0.000,0.018,0.00,,,,0,-535,0,4.48,33.1,2.00,-0.035
26.00,CLIMB,42.84,43.84,31.57,4.42,12.6,0.3,-2.9,0.3,-143,1.00,0.000,0.018,0.00,,,,0,-538,0,4.48,33.1,2.00,-0.035
26.10,CLIMB,43.28,44.28,31.58,4.30,12.4,0.3,-2.9,0.3,-146,1.00,0.000,0.018,0.00,,,,0,-541,0,4.48,33.1,2.00,-0.035
26.20,CLIMB,43.70,44.71,31.60,4.18,12.1,0.3,-2.9,0.4,-149,1.00,0.000,0.018,0.00,,,,0,-544,0,4.48,33.1,2.00,-0.034
26.30,CLIMB,44.12,45.12,31.61,4.06,11.8,0.3,-2.9,0.4,-152,1.00,0.000,0.018,0.00,,,,0,-547,0,4.48,33.1,2.00,-0.033
26.40,CLIMB,44.52,45.52,31.63,3.93,11.6,0.3,-2.9,0.5,-154,1.00,0.000,0.018,0.00,,,,0,-549,0,4.48,33.1,2.00,-0.031
26.50,CLIMB,44.91,45.91,31.66,3.80,11.3,0.4,-2.9,0.5,-157,1.00,0.000,0.018,0.00,,,,0,-552,1,4.48,33.1,2.00,-0.029
26.60,CLIMB,45.28,46.29,31.69,3.66,11.0,0.4,-2.9,0.6,-160,1.00,0.000,0.018,0.00,,,,0,-555,1,4.48,33.1,2.00,-0.026
26.70,CLIMB,45.64,46.65,31.72,3.53,10.8,0.4,-2.9,0.6,-163,1.00,0.000,0.018,0.00,,,,0,-558,1,4.48,33.1,2.00,-0.023
26.80,CLIMB,45.99,47.00,31.76,3.39,10.5,0.4,-2.9,0.6,-166,1.00,0.000,0.018,0.00,,,,0,-561,1,4.48,33.1,2.00,-0.019
26.90,CLIMB,46.33,47.33,31.80,3.26,10.2,0.4,-2.9,0.7,-169,1.00,0.000,0.018,0.00,,,,0,-564,1,4.48,33.1,2.00,-0.015
27.00,CLIMB,46.65,47.65,31.85,3.12,9.9,0.4,-2.9,0.7,-172,1.00,0.000,0.018,0.00,,,,0,-567,1,4.48,33.1,2.00,-0.010
27.10,CLIMB,46.96,47.96,31.90,2.98,9.6,0.4,-2.9,0.8,-175,1.00,0.000,0.018,0.00,,,,0,-570,1,4.48,33.1,2.00,-0.005
27.20,CLIMB,47.25,48.25,31.95,2.84,9.4,0.4,-2.9,0.8,-178,1.00,0.000,0.018,0.00,,,,0,-573,1,4.48,33.1,2.00,0.001
27.30,CLIMB,47.53,48.53,32.01,2.70,9.1,0.4,-2.9,0.8,-181,1.00,0.000,0.018,0.00,,,,0,-576,1,4.48,33.1,2.00,0.007
27.40,CLIMB,47.79,48.80,32.07,2.56,8.8,0.4,-2.9,0.9,-184,1.00,0.000,0.018,0.00,,,,0,-579,1,4.48,33.1,2.00,0.014
27.50,CLIMB,48.05,49.05,32.14,2.42,8.5,0.4,-2.9,0.9,-187,1.00,0.000,0.018,0.00,,,,0,-582,1,4.48,33.1,1.98,0.162
27.60,CLIMB,48.28,49.29,32.21,2.27,8.3,0.4,-2.9,1.0,-190,1.00,0.046,0.018,0.00,,,,0,-585,1,4.48,33.1,1.93,0.172
27.70,CLIMB,48.51,49.51,32.28,2.13,8.3,0.4,-2.9,1.0,-192,1.00,0.067,0.018,0.00,,,,0,-587,1,4.48,33.1,1.88,0.183
27.80,CLIMB,48.72,49.72,32.35,2.06,8.6,0.4,-2.9,1.0,-195,1.00,0.065,0.018,0.00,,,,0,-590,1,4.48,33.1,1.83,0.187
27.90,CLIMB,48.92,49.93,32.42,2.09,9.1,0.4,-2.9,1.1,-198,1.00,0.031,0.018,0.00,,,,0,-593,1,4.48,33.1,1.78,0.187
28.00,CLIMB,49.13,50.14,32.48,2.17,9.4,0.4,-3.0,1.1,-201,1.00,0.030,0.018,0.00,,,,0,-596,1,4.48,33.1,1.73,0.187
28.10,CLIMB,49.35,50.36,32.54,2.26,9.6,0.4,-3.0,1.1,-204,1.00,0.043,0.018,0.00,,,,0,-599,1,4.48,33.1,1.68,0.187
28.20,CLIMB,49.58,50.59,32.59,2.34,9.7,0.4,-3.0,1.2,-207,1.00,0.050,0.018,0.00,,,,0,-602,1,4.48,33.1,1.63,0.187
28.30,CLIMB,49.82,50.82,32.65,2.43,9.9,0.4,-3.0,1.2,-210,1.00,0.048,0.018,0.00,,,,0,-605,1,4.48,33.1,1.58,0.187
28.40,CLIMB,50.06,51.07,32.70,2.53,10.1,0.4,-3.0,1.2,-213,1.00,0.045,0.018,0.00,,,,0,-608,1,4.48,33.1,1.53,0.187
28.50,CLIMB,50.32,51.32,32.74,2.63,10.2,0.4,-3.0,1.2,-216,1.00,0.044,0.018,0.00,,,,0,-611,1,4.48,33.1,1.48,0.187
28.60,CLIMB,50.59,51.59,32.79,2.73,10.4,0.4,-3.0,1.3,-219,1.00,0.044,0.018,0.00,,,,0,-614,1,4.48,33.1,1.43,0.187
28.70,CLIMB,50.86,51.87,32.83,2.82,10.5,0.5,-3.0,1.3,-222,1.00,0.044,0.018,0.00,,,,0,-617,1,4.48,33.1,1.38,0.187
28.80,CLIMB,51.15,52.15,32.86,2.91,10.6,0.5,-3.0,1.3,-225,1.00,0.044,0.018,0.00,,,,0,-620,1,4.48,33.1,1.33,0.187
28.90,CLIMB,51.44,52.45,32.90,3.00,10.7,0.5,-3.0,1.3,-229,1.00,0.043,0.018,0.00,,,,0,-624,1,4.48,33.1,1.28,0.187
29.00,CLIMB,51.75,52.75,32.93,3.09,10.8,0.5,-3.0,1.4,-232,1.00,0.042,0.018,0.00,,,,0,-627,1,4.48,33.1,1.23,0.187
29.10,CLIMB,52.06,53.06,32.96,3.18,10.9,0.5,-3.1,1.4,-235,1.00,0.041,0.018,0.00,,,,0,-630,1,4.48,33.1,1.18,0.187
29.20,CLIMB,52.38,53.38,32.99,3.25,11.0,0.5,-3.1,1.4,-238,1.00,0.041,0.018,0.00,,,,0,-633,1,4.48,33.1,1.13,0.187
29.30,CLIMB,52.71,53.71,33.02,3.33,11.1,0.5,-3.1,1.4,-241,1.00,0.040,0.018,0.00,,,,0,-636,1,4.48,33.1,1.08,0.187
29.40,CLIMB,53.04,54.05,33.04,3.40,11.2,0.5,-3.1,1.5,-244,1.00,0.039,0.017,0.00,,,,0,-639,1,4.48,33.1,1.03,0.187
29.50,CLIMB,53.38,54.39,33.06,3.47,11.3,0.5,-3.1,1.5,-247,1.00,0.038,0.017,0.00,,,,0,-642,1,4.48,33.1,1.00,0.187
29.60,CLIMB,53.73,54.74,33.08,3.54,11.4,0.5,-3.1,1.5,-250,1.00,0.038,0.017,0.00,,,,0,-645,2,4.48,33.1,1.00,0.187
29.70,CLIMB,54.09,55.09,33.10,3.60,11.4,0.5,-3.1,1.5,-253,1.00,0.037,0.017,0.00,,,,0,-648,2,4.48,33.1,1.00,0.187
29.80,CLIMB,54.45,55.45,33.12,3.66,11.5,0.5,-3.1,1.5,-256,1.00,0.037,0.018,0.00,,,,0,-651,2,4.48,33.1,1.00,0.187
29.90,CLIMB,54.82,55.82,33.14,3.71,11.6,0.5,-3.2,1.6,-259,1.00,0.036,0.018,0.00,,,,0,-654,2,4.48,33.1,1.00,0.187
30.00,CLIMB,55.19,56.20,33.15,3.76,11.6,0.5,-3.2,1.6,-262,1.00,0.036,0.018,0.00,,,,0,-657,2,4.48,33.1,1.00,0.187
30.10,CLIMB,55.57,56.57,33.16,3.81,11.7,0.5,-3.2,1.6,-265,1.00,0.035,0.018,0.00,,,,0,-660,2,4.48,33.1,1.00,0.187
30.20,CLIMB,55.95,56.96,33.18,3.86,11.8,0.5,-3.2,1.6,-268,1.00,0.035,0.018,0.00,,,,0,-663,2,4.48,33.1,1.00,0.187
30.30,CLIMB,56.34,57.34,33.19,3.90,11.8,0.5,-3.2,1.6,-271,1.00,0.034,0.018,0.00,,,,0,-666,2,4.48,33.1,1.00,0.187
30.40,CLIMB,56.73,57.73,33.20,3.94,11.9,0.5,-3.2,1.6,-274,1.00,0.034,0.018,0.00,,,,0,-669,2,4.48,33.1,1.00,0.187
30.50,CLIMB,57.13,58.13,33.20,3.98,11.9,0.5,-3.2,1.6,-277,1.00,0.034,0.018,0.00,,,,0,-672,2,4.48,33.1,1.00,0.187
30.60,CLIMB,57.53,58.53,33.21,4.02,11.9,0.5,-3.3,1.7,-280,1.00,0.033,0.018,0.00,,,,0,-675,2,4.48,33.1,1.00,0.187
30.70,CLIMB,57.93,58.93,33.22,4.05,12.0,0.5,-3.3,1.7,-283,1.00,0.033,0.018,0.00,,,,0,-678,2,4.48,33.1,1.00,0.187
30.80,CLIMB,58.34,59.34,33.23,4.08,12.0,0.5,-3.3,1.7,-286,1.00,0.032,0.018,0.00,,,,0,-681,2,4.48,33.1,1.00,0.187
30.90,CLIMB,58.74,59.75,33.23,4.11,12.1,0.5,-3.3,1.7,-289,1.00,0.032,0.018,0.00,,,,0,-684,2,4.48,33.1,1.00,0.187
31.00,CLIMB,59.16,60.16,33.24,4.14,12.1,0.5,-3.3,1.7,-292,1.00,0.032,0.018,0.00,,,,0,-687,2,4.48,33.1,1.00,0.187
31.10,CLIMB,59.57,60.58,33.24,4.17,12.1,0.5,-3.3,1.7,-295,1.00,0.032,0.018,0.00,,,,0,-690,2,4.48,33.1,1.00,0.187
31.20,CLIMB,59.99,60.99,33.24,4.19,12.1,0.5,-3.3,1.7,-298,1.00,0.031,0.018,0.00,,,,0,-693,2,4.48,33.1,1.00,0.187
31.30,CLIMB,60.41,61.41,33.24,4.21,12.2,0.5,-3.4,1.7,-301,1.00,0.031,0.018,0.00,,,,0,-696,2,4.48,33.1,1.00,0.187
31.40,CLIMB,60.83,61.84,33.25,4.23,12.2,0.5,-3.4,1.7,-304,1.00,0.031,0.018,0.00,,,,0,-699,2,4.48,33.1,1.00,0.187
31.50,CLIMB,61.26,62.26,33.25,4.25,12.2,0.5,-3.4,1.7,-307,1.00,0.031,0.018,0.00,,,,0,-702,2,4.48,33.1,1.00,0.187
31.60,CLIMB,61.68,62.69,33.25,4.27,12.2,0.5,-3.4,1.7,-311,1.00,0.030,0.018,0.00,,,,0,-706,2,4.48,33.1,1.00,0.187
31.70,CLIMB,62.11,63.11,33.25,4.29,12.3,0.5,-3.4,1.8,-314,1.00,0.030,0.018,0.00,,,,0,-709,2,4.48,33.1,1.00,0.187
31.80,CLIMB,62.54,63.54,33.25,4.30,12.3,0.5,-3.4,1.8,-317,1.00,0.030,0.018,0.00,,,,0,-712,2,4.48,33.1,1.00,0.187
31.90,CLIMB,62.97,63.97,33.25,4.32,12.3,0.5,-3.5,1.8,-320,1.00,0.030,0.018,0.00,,,,0,-715,2,4.48,33.1,1.00,0.187
32.00,CLIMB,63.40,64.41,33.25,4.33,12.3,0.5,-3.5,1.8,-323,1.00,0.030,0.018,0.00,,,,0,-718,2,4.48,33.1,1.00,0.187
32.10,CLIMB,63.83,64.84,33.25,4.34,12.3,0.5,-3.5,1.8,-326,1.00,0.029,0.018,0.00,,,,0,-721,2,4.48,33.1,1.00,0.187
32.20,CLIMB,64.27,65.27,33.25,4.35,12.3,0.5,-3.5,1.8,-329,1.00,0.029,0.018,0.00,,,,0,-724,2,4.48,33.1,1.00,0.187
32.30,CLIMB,64.70,65.71,33.25,4.36,12.3,0.5,-3.5,1.8,-332,1.00,0.029,0.018,0.00,,,,0,-727,2,4.48,33.1,1.00,0.187
32.40,CLIMB,65.14,66.14,33.25,4.37,12.3,0.5,-3.5,1.8,-335,1.00,0.029,0.018,0.00,,,,0,-730,2,4.48,33.1,1.00,0.187
32.50,CLIMB,65.58,66.58,33.24,4.38,12.4,0.5,-3.5,1.8,-338,1.00,0.029,0.018,0.00,,,,0,-733,2,4.48,33.1,1.00,0.187
32.60,CLIMB,66.02,67.02,33.24,4.38,12.4,0.5,-3.6,1.8,-341,1.00,0.029,0.018,0.00,,,,0,-736,2,4.48,33.1,1.00,0.187
32.70,CLIMB,66.45,67.46,33.24,4.39,12.4,0.5,-3.6,1.8,-344,1.00,0.029,0.018,0.00,,,,0,-739,2,4.48,33.1,1.00,0.187
32.80,CLIMB,66.89,67.90,33.24,4.39,12.4,0.5,-3.6,1.8,-347,1.00,0.028,0.018,0.00,,,,0,-742,2,4.48,33.1,1.00,0.187
32.90,CLIMB,67.33,68.34,33.24,4.40,12.4,0.5,-3.6,1.8,-350,1.00,0.028,0.018,0.00,,,,0,-745,2,4.48,33.1,1.00,0.187
33.00,CLIMB,67.77,68.78,33.23,4.40,12.4,0.5,-3.6,1.8,-353,1.00,0.028,0.018,0.00,,,,0,-748,2,4.48,33.1,1.00,0.187
33.10,CLIMB,68.21,69.22,33.23,4.41,12.4,0.5,-3.6,1.8,-356,1.00,0.028,0.018,0.00,,,,0,-751,2,4.48,33.1,1.00,0.187
33.20,CLIMB,68.65,69.66,33.23,4.41,12.4,0.5,-3.7,1.7,-359,1.00,0.028,0.018,0.00,,,,0,-754,2,4.48,33.1,1.00,0.187
33.30,CLIMB,69.10,70.10,33.23,4.41,12.4,0.5,-3.7,1.7,-362,1.00,0.028,0.018,0.00,,,,0,-757,2,4.48,33.1,1.00,0.187
33.40,CLIMB,69.54,70.54,33.22,4.41,12.4,0.5,-3.7,1.7,-365,1.00,0.028,0.018,0.00,,,,0,-760,2,4.48,33.1,1.00,0.187
33.50,CLIMB,69.98,70.98,33.22,4.41,12.4,0.5,-3.7,1.7,-368,1.00,0.028,0.018,0.00,,,,0,-763,2,4.48,33.1,1.00,0.187
33.60,CLIMB,70.42,71.42,33.22,4.41,12.4,0.5,-3.7,1.7,-371,1.00,0.028,0.018,0.00,,,,0,-766,2,4.48,33.1,1.00,0.187
33.70,CLIMB,70.86,71.86,33.22,4.41,12.4,0.5,-3.7,1.7,-374,1.00,0.028,0.018,0.00,,,,0,-769,2,4.48,33.1,1.00,0.187
33.80,CLIMB,71.30,72.31,33.21,4.41,12.4,0.5,-3.7,1.7,-377,1.00,0.028,0.018,0.00,,,,0,-772,2,4.48,33.1,1.00,0.187
33.90,CLIMB,71.74,72.75,33.21,4.41,12.4,0.5,-3.8,1.7,-380,1.00,0.027,0.018,0.00,,,,0,-775,2,4.48,33.1,1.00,0.187
